Codigo Estación	Tipo Estación	Nombre Estación	Nombre de la Corriente Hídrica	Areade la Cuenca (Km2)	Perímetro (Km)	Pendiente Media de la Cuenca (%)	Elevacion Media de la Cuenca (msnm)	Desnivel Cuenca (m)	Compacidad	Densidad de Drenaje (Longitud de Drenajes/km2)	Densidad de Corrientes (Num de Drenajes/km2)	Deficit de agua en el suelo basada en Penman Anual	Pendiente media del cauce (m/m)	Longitud del cauce (m)	Desnivel del cauce (m)	Bosque Km2
11017010	LM	AGUASAL	ANDAGUEDA	898,198	221,208	40,576276	876,624838	3735	2,066678011	1,403212392	0,716991131	127,98893	0,020205586	118977	2404	689,6181
11027010	LM	PTE LAS SANCHEZ	ATRATO	228,79	79,0717	50,614551	2312,942622	2253	1,4637287	0,729757105	0,32344071	145,020752	0,046425225	30953	1437	114,1557
11027030	LG	SIETE EL	ATRATO	210,173	71,7616	50,358708	2357,609202	2176	1,385995062	0,733142668	0,316406008	145,020752	0,051050049	26679,7	1362	108,3015
11027050	LG	GINDRAMA	ATRATO	1638,9	256,332	37,50584	1022,056307	3917	1,772901591	1,06285691	0,454268107	134,589363	0,02076345	136538	2835	1168,804
11037020	LG	PTE CERTEGUI	QUITO	262,503	95,1818	13,291052	123,812658	260	1,644920107	1,728728677	0,782848196	189,287918	0,003027653	41616,4	126	206,8435
11047030	LM	NEGUA	NEGUA	410,998	154,533	28,233753	525,986846	3413	2,134319405	0,823611589	0,288322571	160,050298	0,025753709	81075,7	2088	337,5534
11077020	LG	MAGDALENA LA	PENDERISCO	636,759	139,771	44,306482	2306,215402	1910	1,550913433	1,072882953	0,570859619	150,405862	0,022944189	41186,9	945	235,1553
11077030	LM	PLAYA LA	MURRI	3284,52	399,694	39,009711	1511,467286	3930	1,952763752	0,965150003	0,39929731	198,506384	0,01533378	177647	2724	1923,568
11117010	LG	A#IL EL	RIOSUCIO	714,928	138,487	49,101904	1957,259198	2874	1,450226663	1,033305064	0,402138397	156,702671	0,031233052	67300,5	2102	206,0437
11117040	LG	MUTATA	RIOSUCIO	3342,34	377,371	48,075091	1440,759634	3630	1,827684551	0,882598262	0,325370848	285,881462	0,019093318	139630	2666	1266,282
11117050	LM	DABEIBA 2	RIOSUCIO	1972,64	236,259	53,084059	1821,964077	3339	1,489438156	0,961235818	0,369048585	288,480954	0,026429723	90958,2	2404	519,3169
11147020	LG	BAJIRA	BAJIRA	77,5655	60,2235	4,309956	31,954622	60	1,91465145	1,113070411	0,399662221	275,278979	0,000973056	20553,8	20	4,734845
12017010	LM	CHIGORODO	CHIGORODO	197,093	80,5853	23,54978	279,859733	1680	1,607230844	1,172653615	0,380531018	291,293068	0,025737543	33181,1	854	90,78843
12017040	LM	RIOGRANDE	GRANDE	53,8265	37,5766	31,546771	300,910667	1040	1,434093418	0,658207574	0,139336572	343,466871	0,022694073	15334,4	348	44,25483
12017050	LM	PTE CARRETERA	ZUNGO	54,4304	41,2988	17,282555	137,070031	595	1,567381445	0,827882893	0,257209207	313,346395	0,004641121	19176,4	89	20,84426
12017060	LM	APARTADO	APARTADO	91,7025	55,3513	30,95047	366,679677	1073	1,618435026	0,951770988	0,212644148	360,977676	0,029216013	21050,1	615	37,58038
12027010	LM	PUEBLO BELLO	MULATOS	306,742	128,742	25,152659	361,054617	998	2,058219367	0,96498192	0,309706529	380,409888	0,00640295	84492,3	541	96,51564
12027050	LM	PUEBLO NUEVO	MULATOS	1021,66	233,6	19,31872	220,229316	1079	2,04633944	1,014662526	0,396903079	529,614709	0,00390399	157275	614	333,0445
12027060	LM	DOS EL	TURBO	149,29	57,988	25,138083	188,694675	687	1,328864815	1,225400529	0,398553152	521,249647	0,00751224	23162,2	174	58,22958
12037010	LG	CANDELARIA LA	SAN JUAN D URABA	1045,32	231,121	12,301837	125,291494	672	2,001579339	0,660392085	0,171717752	719,091673	0,002076164	122341	254	56,9021
12037030	LG	CARMELO EL	SAN JUAN D URABA	834,734	198,063	12,117089	130,181998	663	1,919496535	0,573216704	0,107219785	706,930807	0,002140206	110737	237	37,32774
12037050	LM	SAN PEDRO	QDA AGUAS CLARAS	105,102	65,859	19,300958	269,391833	570	1,798737021	0,676988525	0,114174802	584,722137	0,004165292	35771,8	149	11,34582
13017020	LG	LIMON EL	SINU	2827,7	341,724	35,40665	731,106182	3605	1,799354966	0,839313387	0,358418503	236,366838	0,022940755	108802	2496	2585,564
13077060	LG	COTOCA ABAJO	SINU	13367,6	896,027	16,871162	280,943237	3729	2,169963391	0,761337538	0,280454233	566,434749	0,006998422	374513	2621	4037,418
13077300	LM	MONTON EL	SINU	8605,97	746,19	22,704103	412,054609	3717	2,252203049	0,753753447	0,26905741	404,929659	0,008113483	322303	2615	3996,598
13097010	LM	TOLUVIEJO	AY PECHELIN	501,367	130,58	13,559037	190,641638	643	1,6328896	1,098210877	0,436805773	867,524282	0,005623571	34853,3	196	52,87632
15017020	LM	REVUELTA LA	PIEDRAS	141,136	64,0306	38,266034	721,150409	2368	1,509130166	1,694714899	1,038005895	460,497009	0,054895148	27743,8	1523	24,8692
15017030	LG	MINCA	GAIRA	34,4953	30,3494	47,566192	1592,344369	2247	1,446865555	1,53213229	0,84069424	489,14048	0,111822472	11527,2	1289	16,9952
15017040	LG	GUACHACA	GUACHACA	245,788	84,182	52,65328	878,661045	2847	1,5034775	1,370150878	0,722167071	476,801437	0,032718627	41933,3	1372	115,648
15027010	LG	PTE CARRETERA	DON DIEGO	534,603	139,658	55,535531	1569,107955	5228	1,691251341	1,229911433	0,494759663	423,792511	0,054399632	60846	3310	348,9608
15037010	LG	ANCHO	ANCHO	508,445	140,572	70,02723	2291,127787	5013	1,745560335	1,214230332	0,653954705	606,109924	0,071631425	53733,4	3849	128,0674
15037020	LG	PTE CARRETERA	PALOMINO	673,981	158,63	64,168923	2134,17402	5697	1,710879918	1,037479583	0,382058248	439,391178	0,058103938	73007,1	4242	284,8062
15037030	LM	MINGUEO	CANAS	129,54	59,8706	43,520797	614,772274	2183	1,472887904	1,429870604	0,687046472	326,577454	0,046274502	21242,8	983	62,02689
15047020	LM	PTE BOMBA	TAPIAS	850,015	147,82	26,955826	519,987155	3501	1,419639042	1,325179944	0,622930184	515,994741	0,017423719	83966	1463	163,8342
15067010	LG	LOMA LINDA	AY CERREJON	111,495	53,2009	45,401888	468,764174	1678	1,410747583	1,963237571	1,10767299	-3411,442978	0,036163452	18001,6	651	3,95363
15067020	LG	CERCADO EL-AUTOMAT	RANCHERIA	355,012	120,659	42,380483	1328,662772	4016	1,793065838	1,625153862	0,96898133	490,124188	0,057506016	57385,3	3300	74,90036
15067110	LG	REMEDIOS	AY TABACO	37,697	32,033	36,001447	600,185321	1120	1,460838649	1,409008993	0,875401226	-6493,57316	0,044068223	10324,9	455	6,67733
15067130	LG	POZO HONDO	AY POZO HONDO	45,4737	36,6695	17,196836	714,667373	988	1,522589651	1,966025681	0,747684926	1204,915707	0,064491176	11117,8	717	1,373446
15087010	LG	CARRAIPIA	CARRAIPIA	53,8091	48,065	28,398952	337,226263	823	1,834674876	0,64179531	0,092921086	-7838,56529	0,021175357	16056,4	340	19,99321
16017020	LG	DONJUANA LA-AUTOMA	PAMPLONITA	422,047	124,594	46,906546	1991,534723	2925	1,698144924	1,208989868	0,54970181	383,215546	0,043799411	49292,9	2159	80,70284
16027010	LG	POMARROSOS LOS	SALAZAR	100,53	52,4662	65,010165	2129,28233	3006	1,465176015	1,542375788	0,785835074	239,480103	0,103114478	19008	1960	68,55049
16037010	LG	CAMPO TRES	NUEVO PRESIDENTE	717,302	163,83	37,107794	616,365345	2247	1,712775499	1,597236878	0,870623531	281,97168	0,015048611	68112,6	1025	282,2708
16037020	LG	CAMPO DOS	SARDINATA	1873,84	278,201	37,74172	1115,943714	3559	1,799494259	1,560573535	0,76687444	239,363249	0,023815009	130212	3101	609,5706
16037030	LG	PTE SARDINATA	SARDINATA	908,784	158,084	53,945647	1868,541455	3346	1,468302748	1,506012979	0,808222856	176,471943	0,046867616	61577,7	2886	260,3286
16037040	LM	CAMPO SEIS	TIBU	314,602	91,932	36,669069	505,226873	1558	1,451255906	1,204641169	0,588044577	518,808914	0,007176567	30237,3	217	204,776
16037050	LG	PTE SAN MIGUEL	SAN MIGUEL	410,81	118,893	19,833573	365,841524	2137	1,642456263	1,571095448	0,703488231	335,630716	0,029870261	56444,1	1686	164,0629
16047010	LG	PTE ABREGO	TARRA	367,047	104,235	42,782673	2201,051762	2076	1,523388815	1,651963879	0,854114051	304,858444	0,025344799	37246,3	944	29,49832
16047020	LM	PTE TARRA	TARRA	1644,34	274,973	46,079312	1517,401489	3316	1,898682172	1,570456699	0,7866378	321,87223	0,01683062	129407	2178	409,4028
16057030	LG	CABA#A LA-AUTOMATI	ALGODONAL	533,543	135,983	31,281269	1705,39495	2304	1,648382276	1,79674069	0,794687588	320,632807	0,025307798	64328	1628	20,40819
16057040	LG	QUINCE LETRAS	CATATUMBO	1391,04	233,672	36,617825	1473,557857	3171	1,754263785	1,624260131	0,728232114	457,556187	0,020918512	119846	2507	149,0148
16067010	LG	PTO BARCO-GABARRA	CATATUMBO	5186,91	475,079	40,137276	1181,677248	3507	1,847011114	1,40135202	0,628312425	456,690815	0,011261674	250762	2824	1492,566
16067020	LG	CABLE EL	CATATUMBO	4133,16	381,027	42,387028	1350,256977	3422	1,659482488	1,49575698	0,701037463	456,710234	0,015536811	176999	2750	896,4411
21017020	LG	SAN AGUSTIN	NARANJOS	326,219	112,429	33,968637	2353,46952	1962	1,742937256	1,327424776	0,511926037	212,456926	0,043008917	38666,4	1663	187,4389
21017040	LG	SALADO BLANCO	MAGDALENA	2991,86	324,989	33,593312	2252,939442	3640	1,663627379	1,313568845	0,497850835	338,483576	0,02131753	116430	2482	1088,421
21017050	LG	PITALITO 2	GUARAPAS	270,512	105,776	31,492283	1810,771476	1633	1,800743698	1,469101411	0,665404862	232,080276	0,026303565	49080,8	1291	76,11855
21017060	LG	MAGDALENA LA	MAGDALENA	558,356	120,554	41,741226	2978,604817	2754	1,428512558	1,397918099	0,619676336	311,435568	0,041523654	43469,2	1805	244,6844
21027010	LG	PERICONGO	MAGDALENA	3566,19	376,116	33,420102	2156,539278	3808	1,763508678	1,272685586	0,473053875	306,084408	0,018220579	144946	2641	1181,865
21037010	LG	PTE GARCES	SUAZA	996,176	200,991	37,161377	1608,678965	1998	1,783062659	1,328900183	0,54709208	303,669493	0,016109761	85538,2	1378	336,7128
21037020	LM	SAN MARCOS	SUAZA	352,916	97,5301	36,767447	1793,651553	1704	1,45365393	1,567796861	0,78630609	301,274532	0,026998661	40113,1	1083	226,9574
21047010	LG	PTE BALSEADERO	MAGDALENA	5654,58	464,719	33,845521	1898,964247	3944	1,730407082	1,244909461	0,470061437	309,618411	0,014613965	190229	2780	1572,173
21057020	LM	SAN RAFAEL-LAGUNA	BEDON	111,817	58,0858	24,662782	3516,39209	2008	1,538062871	0,84677042	0,143090943	166,532413	0,072746646	20083,4	1461	36,80049
21057030	LM	PTE RICAURTE	PAEZ	2459,16	304,708	45,840686	2781,053565	5388	1,720475509	1,558831646	0,80393305	81,064068	0,030260256	91175,7	2759	665,3236
21057050	LG	VEGA EL SALADO	LA PLATA	1214,95	199,895	32,619665	2389,947715	3510	1,605760461	0,867675336	0,237458332	160,843706	0,038245664	77342,1	2958	293,3495
21057060	LG	PAICOL	PAEZ	4840,62	423,671	41,806617	2504,29331	5388	1,705046681	1,275246696	0,568005751	109,910338	0,024250768	122759	2977	1304,019
21087040	LM	HIDROELECTRICA	PEDERNAL	103,928	49,2391	50,915035	1596,161623	2547	1,352389695	0,982201187	0,283850358	225,784081	0,085802489	18204,6	1562	4,133792
21087050	LG	BOCATOMA	IQUIRA	54,0951	40,1742	50,681798	2185,290451	2172	1,529418379	0,990290433	0,332747328	277,480636	0,085693058	17901,1	1534	22,66207
21087070	LG	JARDIN EL HDA	YAGUARA	493,265	131,484	38,765923	1447,449182	2646	1,657642178	1,229840064	0,457157917	294,703051	0,020580157	40378,7	831	54,23822
21087080	LG	VENECIA HDA	YAGUARA	671,668	138,592	38,782262	1395,218065	2675	1,497334614	1,219018682	0,463770792	277,473309	0,019740823	42804,7	845	58,37202
21097070	LG	PTE SANTANDER-AUTO	MAGDALENA	15132,7	810,426	36,021459	1903,547861	5388	1,844646642	1,330341678	0,600818096	294,916954	0,009728431	312075	3036	3659,902
21107020	LM	PTE MULAS	NEIVA	615,789	149,452	46,213687	2000,324412	2732	1,686334788	1,643344309	1,089658958	542,034588	0,046147369	42277,6	1951	269,1954
21107030	LM	CASIL EL	NEIVA	215,805	80,1133	41,660045	2090,314992	2318	1,526974911	1,679949626	1,037974097	556,484467	0,056025092	29236,9	1638	168,2223
21117080	LM	GUAYABO	CEIBAS	224,345	89,6548	51,894361	1912,324401	2524	1,675997552	1,469526947	0,980632508	263,675405	0,050413553	37093,2	1870	137,4103
21127010	LM	PALERMO	TUNE	181,771	76,7521	34,190995	1101,484393	2487	1,593991496	1,54779703	0,935242695	294,638611	0,01611703	30774,9	496	6,902675
21127030	LG	STA MARIA	BACHE	101,154	56,2069	44,716188	2666,35608	1867	1,564790259	1,036836438	0,375664828	109,466338	0,069513258	20082,5	1396	58,66214
21137010	LG	PURIFICACION-AUTOM	MAGDALENA	25510,8	1180,68	33,255667	1627,766905	5388	2,069799125	1,329654109	0,621893473	254,026429	0,006522039	485891	3169	4679,981
21137020	LG	PURIFICACION 1	CHENCHE	271,558	124,654	6,216401	354,961749	966	2,118034109	0,7816662	0,239359547	407,519826	0,008815035	57061,6	503	11,24164
21137030	LG	PTE CARRETERA	AIPE	658,955	159,014	38,381326	1366,323818	2647	1,734464897	1,272189468	0,572117975	127,35805	0,024933231	85668,8	2136	49,89125
21137040	LM	ANCHIQUE	ANCHIQUE	219,813	89,1095	34,512583	1034,783168	1330	1,682888534	1,511922047	0,962181491	356,112747	0,022768488	37551,9	855	0
21137050	LG	ANGOSTURA	MAGDALENA	22295,8	1126,76	34,631198	1730,533264	5388	2,112895035	1,344770083	0,629916845	252,798593	0,007819209	399401	3123	4512,291
21147030	LG	CARRASPOSO	CABRERA	1662,57	247,909	33,239663	2110,356665	3377	1,702395078	1,383178169	0,624033875	157,648259	0,033543028	90719,3	3043	390,9146
21147050	LM	PTE VENADO	VENADO	527,987	124,855	46,416563	2017,574515	3130	1,521431331	1,454464434	0,981084762	153,50666	0,038466871	51212,9	1970	114,3845
21167020	LG	BOQUERON	PRADO	1629,24	213,419	25,511589	1147,859125	2803	1,480466484	1,211144151	0,543198056	262,187625	0,018226549	77798,6	1418	141,5182
21167050	LM	PTE CUNDAY	PRADO	148,838	62,5352	24,811567	998,777536	1906	1,435243741	1,32464335	0,356091858	730,356779	0,054361675	23546	1280	2,946008
21187020	LG	PAVO REAL	LUISA	168,121	69,8358	40,647175	1559,364574	2681	1,508082713	1,601237044	0,889240488	354,827056	0,070010511	27210,2	1905	31,47924
21197010	LG	PROFUNDO EL-AUTOMA	SUMAPAZ	945,877	185,268	25,59641	3283,691151	2440	1,686712688	1,055057808	0,341482032	527,350065	0,036498287	54660,1	1995	101,658
21197030	LG	PLAYA LA	SUMAPAZ	1166,41	206,97	26,918523	3064,580866	3444	1,696835782	0,990150124	0,31464065	549,396418	0,037053647	81611,4	3024	132,3362
